Company,Inches,RAM,Memory,OpSys,Weights,Price,X_res,Y_res,ppi,Gaming,Touchscreen,Cpu Brand,Gpu brand
Lenovo,14.0,16,512,Others/Linux/Mac OS,3.2,1399.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,15.6,4,1024,Windows,5,699.99,1366.0,768.0,100.45466986113651,0,0,Celeron Processor,Intel 
ASUS,16.0,32,1024,Windows,12.6,699.99,1920.0,1080.0,137.68169813014364,0,0,Intel Core i9,Intel 
SAMSUNG,11.6,4,32,Chrome OS,2.6,699.99,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Dell,14.0,16,512,Windows,2.86,1269.77,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,11.6,4,512,Chrome OS,2.95,699.99,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Lenovo,14.0,8,256,Windows,8,993.2,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Dell,15.6,8,512,Windows,5.9,388.0,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Best Notebooks,16.0,16,1024,Windows,8,699.99,3840.0,2400.0,283.0194339616981,0,0,Intel Core i7,Intel 
Dell,11.6,4,128,Windows,2.95,524.42,1366.0,768.0,135.0942111925629,0,0,Intel Core i7,Intel 
HP,15.6,16,256,Windows,5.64,1148.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
HP,17.3,32,1024,Windows,4.6,849.99,1600.0,900.0,106.11306214269258,0,1,Intel Core i7,Intel 
Dell,13.3,8,128,Windows,3.4,938.04,1920.0,1080.0,165.6321180513006,0,1,Intel Core i5,Intel 
HP,17.3,16,256,Windows,5.25,599.99,1920.0,1080.0,127.33567457123111,0,0,Intel Core i3,Intel 
Dell,15.6,16,512,Windows,4.06,3284.31,1920.0,1200.0,145.1381712624093,0,0,Intel Core i7,NVIDIA
HP,15.6,4,750,Windows,4.9,339.0,1366.0,768.0,100.45466986113651,0,0,Pentium Processor,Intel 
Lenovo,14.0,8,512,Windows,3.1,999.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,14.0,4,64,Windows,4.51,198.99,1366.0,768.0,111.93520355955211,0,0,Intel Core i7,Intel 
Lenovo,11.6,4,512,Chrome OS,4.1,254.92,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Panasonic,14.0,16,512,Windows,4.6,811.93,1920.0,1080.0,157.3505121487356,0,1,Intel Core i5,Intel 
HP,14.0,4,32,Windows,3.24,199.99,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
HP,13.5,16,512,Windows,4.84,3223.83,1920.0,1280.0,170.92983824421876,0,1,Intel Core i7,Intel 
Dell,13.3,16,256,Windows,5.69,899.99,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
MSI,17.3,16,1024,Windows,4.8,583.75,1920.0,1080.0,127.33567457123111,1,0,Intel Core i5,NVIDIA
Acer,15.6,16,1024,Windows,7,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Apple,14.2,16,1024,Others/Linux/Mac OS,8,2447.5,1920.0,1080.0,155.13430775227454,0,0,Intel Core i7,Intel 
Lenovo,15.6,8,256,Windows,4.84,699.99,1366.0,768.0,100.45466986113651,0,1,Intel Core i7,Intel 
Dell,15.6,8,256,Windows,3.95,750.29,1366.0,768.0,100.45466986113651,0,0,Intel Core i3,Intel 
ASUS,14.0,8,512,Windows,2.65,840.7,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,15.6,32,1024,Windows,6.32,1871.77,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
MSI,15.6,16,1024,Windows,8.78,1599.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
ASUS,14.0,16,1024,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,157.3505121487356,1,0,AMD Processor,Intel 
Dell,17.0,16,512,Windows,4.65,2570.21,3840.0,2400.0,266.3712319639512,0,1,Intel Core i7,NVIDIA
Lenovo,15.6,8,128,Windows,4,355.66,1366.0,768.0,100.45466986113651,0,0,Intel Core i3,Intel 
ASUS,17.3,16,1024,Windows,5.73,1499.0,1920.0,1080.0,127.33567457123111,1,0,AMD Processor,NVIDIA
HP,14.0,4,512,Windows,4.39,118.99,1366.0,768.0,111.93520355955211,0,0,AMD Processor,AMD
Lenovo,15.6,12,512,Windows,3.66,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Lenovo,15.6,16,1024,Windows,4.08,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,12,1024,Windows,8,699.99,1366.0,768.0,100.45466986113651,0,1,Intel Core i3,Intel 
Dell,15.6,16,512,Windows,4.01,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
MSI,15.6,8,256,Windows,3.52,698.69,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,Intel 
MSI,17.3,32,1024,Windows,11.28,2799.0,1920.0,1080.0,127.33567457123111,1,0,Intel Core i9,NVIDIA
ASUS,11.6,4,128,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,189.90579052433606,0,0,Pentium Processor,Intel 
Lenovo,14.0,16,512,Windows,5.2,2699.0,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,NVIDIA
AimCare,14.0,8,512,Windows,3.3,459.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Lenovo,15.6,8,256,Windows,3.7,695.0,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,Intel 
Apple,15.6,8,512,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,8,500,Windows,1.6,349.0,1600.0,900.0,117.67666506849883,0,0,Intel Core i7,Intel 
Dell,14.0,8,512,Windows,5.65,678.77,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,14.0,8,256,Windows,3.24,389.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i3,Intel 
Lenovo,15.6,8,512,Others/Linux/Mac OS,3.76,689.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,Intel 
MSI,17.3,16,512,Windows,7.49,1621.93,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
Acer,15.6,8,256,Windows,4.63,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Lenovo,14.0,4,500,Windows,4.3,379.0,1366.0,768.0,111.93520355955211,0,0,Intel Core i5,Intel 
Dell,14.0,16,128,Windows,4.9,1499.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Dell,14.0,8,256,Windows,5,2296.24,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Alienware,15.6,16,1024,Windows,5.2,2499.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Lenovo,17.3,32,1024,Windows,10.98,699.99,1920.0,1080.0,127.33567457123111,1,0,AMD Processor,NVIDIA
Evoo,15.6,16,512,Windows,8.91,1196.79,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
MSI,15.6,8,512,Windows,6.05,1499.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,Intel 
HP,13.3,16,512,Windows,3.95,598.0,1920.0,1080.0,165.6321180513006,0,0,Intel Core i5,Intel 
Dell,14.0,16,256,Windows,3.88,219.0,1366.0,768.0,111.93520355955211,0,0,Intel Core i5,Intel 
Lenovo,13.3,8,256,Windows,4.3,819.0,1920.0,1200.0,170.23725351079585,0,0,Intel Core i7,Intel 
ASUS,15.6,16,1000,Windows,5.1,1999.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Alienware,17.3,32,32,Windows,15,6299.0,1920.0,1080.0,127.33567457123111,1,0,Intel Core i9,NVIDIA
Dell,14.0,8,512,Windows,3.6,816.71,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Lenovo,14.0,24,1024,Windows,7,699.99,1920.0,1080.0,157.3505121487356,0,0,AMD Processor,AMD
Lenovo,15.6,8,256,Windows,6.2,1199.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,14.0,16,512,Windows,3.6,2167.99,2560.0,1600.0,215.6338544470081,0,1,Intel Core i7,Intel 
Acer,14.0,8,128,Chrome OS,3.42,660.99,1920.0,1080.0,157.3505121487356,0,0,AMD Processor,AMD
Dell,15.6,32,1000,Windows,8,2999.0,2560.0,1080.0,178.1082562749975,1,0,Intel Core i9,NVIDIA
Lenovo,15.6,8,512,Windows,6.3,788.9,1920.0,1080.0,141.21199808219862,0,1,Intel Core i5,Intel 
Microsoft,12.4,4,64,Windows,2.45,254.0,1536.0,1024.0,148.8743752449647,0,1,Intel Core i5,Intel 
ASUS,16.0,32,1024,Windows,10.6,2199.99,2560.0,1600.0,188.67962264113208,0,0,Intel Core i9,Intel 
Dell,13.3,8,256,Windows,2.64,1099.81,1920.0,1080.0,165.6321180513006,0,0,Other Intel Processor,Intel 
Lenovo,16.0,8,512,Windows,4.19,439.0,2560.0,1600.0,188.67962264113208,0,0,Intel Core i5,NVIDIA
Lenovo,14.0,16,256,Windows,4.9,1389.99,1920.0,1200.0,161.72539083525606,0,1,Intel Core i5,Intel 
Acer,14.0,8,256,Windows,3,479.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
Lenovo,15.6,12,512,Windows,3.87,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Lenovo,14.0,16,256,Windows,8,653.72,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
HP,14.0,16,512,Windows,5,1719.68,1920.0,1200.0,161.72539083525606,0,1,Intel Core i7,Intel 
Lenovo,14.0,16,512,Windows,5.55,919.69,1920.0,1080.0,157.3505121487356,0,1,Intel Core i5,Intel 
ASUS,14.0,8,512,Windows,5.24,499.99,1920.0,1200.0,161.72539083525606,0,0,AMD Processor,Intel 
HP,17.3,16,512,Windows,5.28,699.0,1920.0,1080.0,127.33567457123111,0,0,Intel Core i5,Intel 
Dell,13.4,32,2048,Windows,2.8,1999.0,3456.0,2160.0,304.14028724242183,0,1,Intel Core i7,Intel 
Dell,15.6,32,512,Windows,6.15,364.69,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,16,256,Windows,4.65,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
Lenovo,14.0,32,512,Windows,4.95,1670.99,3840.0,2400.0,323.45078167051213,0,1,AMD Processor,AMD
Dell,14.0,32,512,Windows,2.93,1659.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,15.6,16,512,Others/Linux/Mac OS,8,1292.76,1920.0,1080.0,141.21199808219862,0,1,AMD Processor,Intel 
HP,16.0,16,4096,Windows,7,2039.99,3072.0,1920.0,226.4155471693585,0,0,Intel Core i7,Intel 
Lenovo,13.3,8,256,Windows,2.84,699.99,3200.0,1800.0,276.053530085501,0,0,Intel Core i7,Intel 
HP,14.0,16,512,Windows,3.03,717.68,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
MSI,14.0,16,512,Windows,4.64,699.99,1920.0,1080.0,157.3505121487356,1,0,Intel Core i5,NVIDIA
ASUS,17.3,16,1024,Windows,6.28,3399.0,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
ASUS,14.0,32,1024,Windows,6.84,1699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,NVIDIA
Acer,14.0,8,256,Windows,2.64,586.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
LG,14.0,16,512,Windows,2.2,1499.99,2880.0,1800.0,242.5880862528841,0,0,Intel Core i7,Intel 
Lenovo,17.3,12,256,Windows,4.84,699.0,1600.0,900.0,106.11306214269258,0,0,Intel Core i5,Intel 
HP,14.0,4,64,Windows,3.16,324.9,1920.0,1080.0,157.3505121487356,0,0,Pentium Processor,Intel 
HP,17.3,8,256,Windows,4.84,599.99,1600.0,900.0,106.11306214269258,0,1,Intel Core i3,Intel 
Acer,14.0,4,32,Chrome OS,3.31,227.81,1920.0,1080.0,157.3505121487356,0,0,Celeron Processor,Intel 
ASUS,14.0,16,1024,Windows,2.87,899.99,1920.0,1080.0,157.3505121487356,0,0,AMD Processor,AMD
Alienware,15.6,16,512,Windows,5.93,2299.0,2560.0,1440.0,188.28266410959816,1,0,Intel Core i7,NVIDIA
Dell,15.6,8,256,Windows,5.14,384.63,1366.0,768.0,100.45466986113651,0,1,Intel Core i3,Intel 
Dell,15.0,16,512,Windows,3.3,1713.77,1920.0,1080.0,146.86047800548656,0,1,Intel Core i7,Intel 
Lenovo,15.6,8,128,Windows,4.84,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
LG,17.0,16,1024,Windows,2.98,1177.98,2560.0,1600.0,177.58082130930077,0,0,Intel Core i7,Intel 
ASUS,16.0,8,512,Windows,6.84,699.99,1920.0,1200.0,141.50971698084905,0,0,AMD Processor,AMD
HP,15.6,32,1024,Windows,5.2,1299.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
LG,16.0,16,512,Windows,5.09,1929.99,1920.0,1080.0,137.68169813014364,0,0,Intel Core i7,Intel 
Toughbook,14.0,8,256,Windows,8.58,749.99,1366.0,768.0,111.93520355955211,0,1,Intel Core i5,Intel 
HP,14.0,16,512,Windows,4.75,1683.73,1920.0,1200.0,161.72539083525606,0,1,Intel Core i7,Intel 
SAMSUNG,15.6,16,512,Windows,2.3,1099.88,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
HP,15.0,4,128,Windows,4,229.99,1920.0,1080.0,146.86047800548656,0,0,AMD Processor,AMD
ASUS,15.6,8,512,Windows,4,849.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
HP,15.6,16,512,Windows,5.9,699.99,1920.0,1200.0,145.1381712624093,0,0,Intel Core i7,Intel 
Acer,15.6,12,1024,Windows,5.24,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
HP,15.6,16,1024,Windows,7,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Dell,17.0,32,1000,Windows,8,2289.99,3840.0,1080.0,234.64616666251288,0,0,Intel Core i7,NVIDIA
HP,14.0,8,8,Windows,3.5,279.99,1366.0,768.0,111.93520355955211,0,0,AMD Processor,Intel 
Lenovo,15.6,8,512,Windows,4,699.99,1080.0,1080.0,97.90709277967582,0,0,AMD Processor,AMD
Best Notebook,13.3,16,2048,Windows,2.2,3499.99,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
LG,13.3,8,256,Windows,6,699.99,1920.0,1080.0,165.6321180513006,0,0,AMD Processor,AMD
MSI,15.6,32,1024,Windows,5.25,1549.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Lenovo,14.0,16,512,Windows,5.5,2134.68,1920.0,1200.0,161.72539083525606,0,1,Intel Core i7,Intel 
HP,13.5,16,256,Chrome OS,1,1562.08,1920.0,1280.0,170.92983824421876,0,1,Intel Core i7,Intel 
Dell,12.5,16,512,Windows,2.6,1259.99,1920.0,1080.0,176.23257360658386,0,0,Other Intel Processor,Intel 
MSI,15.6,16,512,Windows,4.1,699.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
MSI,14.0,8,128,Windows,2.62,410.96,1920.0,1080.0,157.3505121487356,1,0,Intel Core i3,Intel 
Lenovo,17.3,8,256,Windows,4.84,566.99,1920.0,1080.0,127.33567457123111,0,0,Intel Core i5,Intel 
Alienware,18.4,8,1024,Windows,20.8,699.99,1920.0,1080.0,119.7232157653423,1,0,Intel Core i7,NVIDIA
HP,15.6,64,2048,Windows,3.76,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Best 2 in 1 Laptop,16.0,16,1024,Windows,3.93,2399.0,3840.0,2400.0,283.0194339616981,0,0,Intel Core i7,Intel 
Lenovo,15.6,8,512,Windows,8,1070.99,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
MSI,17.3,32,1024,Windows,11.28,699.99,1920.0,1080.0,127.33567457123111,1,0,Intel Core i9,NVIDIA
Lenovo,15.6,32,1024,Windows,3.9,3103.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
SAMSUNG,15.6,16,256,Windows,2.5,1399.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
HP,14.0,8,512,Windows,3.1,228.67,1366.0,768.0,111.93520355955211,0,0,Intel Core i7,Intel 
LG,14.0,16,512,Windows,2.2,956.99,1920.0,1200.0,161.72539083525606,0,0,Intel Core i7,Intel 
Acer,14.0,8,64,Chrome OS,3.02,457.63,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Acer,14.0,8,512,Windows,8,875.08,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,14.0,16,512,Windows,3.3,569.99,1366.0,768.0,111.93520355955211,0,0,Intel Core i5,Intel 
Lenovo,11.6,4,512,Chrome OS,2.64,179.99,1920.0,1080.0,189.90579052433606,0,1,Celeron Processor,Intel 
Dell,14.0,32,512,Windows,5,1490.77,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
ASUS,15.6,8,128,Windows,5,699.99,1366.0,768.0,100.45466986113651,0,0,AMD Processor,AMD
Dell,15.6,16,512,Windows,6,1862.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
Lenovo,15.6,8,512,Windows,5.94,829.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
MSI,14.0,16,512,Windows,3.53,1299.0,1920.0,1080.0,157.3505121487356,1,0,Intel Core i3,Intel 
Lenovo,13.3,16,256,Windows,4.45,822.99,1920.0,1200.0,170.23725351079585,0,1,Intel Core i7,Intel 
Lenovo,15.6,16,1024,Windows,3.75,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,13.4,16,1000,Windows,8,699.99,1920.0,1080.0,164.39605746882822,0,0,Intel Core i7,Intel 
MSI,16.0,32,2048,Windows,5,2552.78,1920.0,1080.0,137.68169813014364,1,0,Intel Core i9,NVIDIA
Dell,14.0,8,256,Windows,9.18,543.99,1366.0,768.0,111.93520355955211,0,0,Intel Core i7,Intel 
Dell,15.6,16,512,Windows,3.95,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
LG,17.0,16,1024,Windows,2.98,1599.37,2560.0,1600.0,177.58082130930077,0,0,Intel Core i7,Intel 
Dell,15.6,16,512,Windows,6,699.99,1920.0,1080.0,141.21199808219862,0,1,AMD Processor,AMD
HP,13.3,16,512,Windows,3.9,1360.0,1280.0,800.0,113.49150234053057,0,0,Intel Core i5,Intel 
HP,15.6,16,512,Windows,9.38,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Fujitsu,15.6,16,512,Windows,8,42.68,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Dell,14.0,8,512,Windows,3.88,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Dell,13.3,32,512,Windows,4.55,999.99,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
ASUS,15.6,8,256,Windows,4.8,736.99,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
Dell,14.0,16,512,Windows,8,1442.66,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,NVIDIA
Lenovo,14.0,16,256,Windows,4.15,1656.01,1920.0,1200.0,161.72539083525606,0,0,Intel Core i5,Intel 
HP,14.0,8,512,Windows,4.85,1131.77,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
SAMSUNG,12.2,4,512,Chrome OS,11.2,274.0,1920.0,1200.0,185.58651407324467,0,0,Intel Core i7,Intel 
Acer,14.0,8,256,Windows,5.07,549.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Dell,17.0,64,512,Windows,6.66,4389.89,1920.0,1080.0,129.58277471072344,0,0,Intel Core i7,NVIDIA
SAMSUNG,14.0,4,32,Chrome OS,3.2,315.87,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
HP,15.6,16,512,Windows,3.86,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i5,Intel 
Lenovo,11.6,4,512,Windows,3,394.02,1366.0,768.0,135.0942111925629,0,0,Celeron Processor,Intel 
Lenovo,14.0,32,2048,Windows,7.9,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
ASUS,14.0,16,2048,Windows,7,699.99,2880.0,1800.0,242.5880862528841,0,0,Intel Core i7,Intel 
Alienware,15.6,32,1024,Windows,5.93,1353.44,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
HP,13.3,8,256,Windows,2.6,460.3,1920.0,1080.0,165.6321180513006,0,1,Intel Core i7,Intel 
Lenovo,11.6,8,128,Windows,3.39,519.0,1366.0,768.0,135.0942111925629,0,1,Celeron Processor,Intel 
Lenovo,11.6,4,64,Chrome OS,2.6,174.4,1366.0,768.0,135.0942111925629,0,1,Intel Core i7,Intel 
Lenovo,15.6,64,512,Windows,5.07,1449.99,2560.0,1440.0,188.28266410959816,1,0,Intel Core i7,NVIDIA
HP,15.6,8,256,Windows,3.75,523.0,1366.0,768.0,100.45466986113651,0,0,AMD Processor,AMD
HP,14.0,4,64,Windows,3.24,220.0,1366.0,768.0,111.93520355955211,0,0,AMD Processor,AMD
HP,15.6,8,256,Windows,6.49,630.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Microsoft,15.0,8,512,Windows,8,699.99,1920.0,1080.0,146.86047800548656,0,0,AMD Processor,NVIDIA
ASUS,17.3,16,1000,Windows,6.5,1999.0,1920.0,1080.0,127.33567457123111,1,0,Intel Core i7,NVIDIA
Dell,17.0,64,1024,Windows,8,2649.01,3840.0,2400.0,266.3712319639512,0,0,Intel Core i7,NVIDIA
Dell,15.6,8,256,Windows,5.7,599.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,15.6,64,1000,Windows,3.99,699.99,3840.0,1080.0,255.70415597837942,0,0,Intel Core i9,NVIDIA
HP,17.3,8,512,Windows,5.25,452.0,1920.0,1080.0,127.33567457123111,0,0,Intel Core i7,AMD
SAMSUNG,12.2,4,512,Chrome OS,11.2,274.0,1920.0,1200.0,185.58651407324467,0,0,Intel Core i7,Intel 
HP,13.5,16,512,Windows,4.84,3238.93,1920.0,1280.0,170.92983824421876,0,1,Intel Core i7,Intel 
LG,17.0,8,256,Windows,6.34,1071.29,2560.0,1600.0,177.58082130930077,0,0,Intel Core i3,Intel 
HP,15.6,8,512,Windows,3.86,479.0,1366.0,768.0,100.45466986113651,0,1,Intel Core i7,Intel 
MSI,15.6,8,512,Windows,4.63,1049.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
Dell,15.6,16,512,Windows,4.5,999.0,3840.0,2160.0,282.42399616439724,1,1,Intel Core i7,NVIDIA
Dell,15.6,16,512,Windows,9.4,2562.5,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
Lenovo,15.6,8,256,Windows,4.85,699.99,1360.0,768.0,100.11958661486584,0,0,Other Intel Processor,Intel 
ASUS,16.0,16,1024,Windows,13,2199.99,3840.0,2400.0,283.0194339616981,0,0,Intel Core i7,NVIDIA
Dell,14.0,8,500,Windows,3.97,395.0,1366.0,768.0,111.93520355955211,0,0,Intel Core i5,Intel 
MSI,15.6,16,16,Windows,4.97,949.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,Intel 
MSI,15.6,16,512,Windows,5.25,2699.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
